Index,English,Japanese
3387,online learning algorithm,オンライン学習アルゴリズム
3388,online learning method,オンライン学習手法
3389,online learning theory,オンライン学習理論
3390,ontology,オントロジー
3391,ontology language,オントロジー言語
3392,ontology-mediated query,オントロジー媒介クエリ
3393,open set,開集合
3394,open-ended text generation,オープンエンドのテキスト生成
3395,open-loop,オープンループ
3396,operator norm,演算子ノルム
3397,operator sequence,演算子列
3398,optical character recognition,光学文字認識
3399,optical flow,光学フロー
3400,optical flow estimation,光学フロー推定
3401,optimal control theory,最適制御理論
3402,optimal experimental design,最適実験デザイン
3403,optimal policy,最適方策
3404,optimal solution,最適解
3405,optimality,最適性
3406,optimality condition,最適性条件
3407,optimisation,最適化
3408,optimisation problem,最適化問題
3409,optimiser,最適化手法
3410,optimization,最適化
3411,optimization algorithm,最適化アルゴリズム
3412,optimization framework,最適化フレームワーク
3413,optimization function,最適化関数
3414,optimization method,最適化手法
3415,optimization objective,最適化目的
3416,optimization procedure,最適化手順
3417,optimization step,最適化ステップ
3418,optimization theory,最適化理論
3419,optimizer,オプティマイザ
3420,option,オプション
3421,oracle,オラクル
3422,oracle policy,オラクルポリシー
3423,ordinal embedding,順序埋め込み
3424,ordinal regression,順序回帰
3425,orientation loss,オリエンテーション損失
3426,orthogonal basis,直交基底
3427,orthogonal matrix,直交行列
3428,orthogonal projection matrix,直交射影行列
3429,orthographic camera model,正射影カメラモデル
3430,orthographic projection,直交投影
3431,orthonormal decomposition,正規直交分解
3432,orthonormal matrix,正規直交行列
3433,orthonormal row,正規直交行
3434,orthonormality,正規直交性
3435,out-of-distribution,分布外
3436,out-of-domain,ドメイン外
3437,out-of-domain evaluation,ドメイン外評価
3438,outlier,外れ値
3439,outlier detection,外れ値検出
3440,outlier exposure,異常値露出
3441,outlier rejection,外れ値棄却
3442,output,出力
3443,output gate,出力ゲート
3444,output layer,出力層
3445,output space,出力空間
3446,output token,出力トークン
3447,output vector,出力ベクトル
3448,output vocabulary,出力語彙
3450,over-fitting,過学習
3451,over-segmentation,過剰セグメンテーション
3452,over-smoothing,過剰平滑化
3453,paired t-test,対応のt検定
3455,pairwise classifier,ペアワイズ分類器
3456,pairwise clique,ペアワイズクリーク
3457,pairwise comparison,ペアワイズ比較
3458,pairwise constraint,ペアワイズ制約
3459,pairwise flow,ペアワイズフロー
3460,pairwise learning,ペアワイズ学習
3461,pairwise potential,ペアワイズポテンシャル
3462,pairwise word similarity,ペアワイズ単語類似度
3463,panoptic segmentation,パノプティックセグメンテーション
3465,parallel,並列
3466,parallel corpora,並列コーパス
3467,parallel corpus,対訳コーパス
3468,parallel datum,対訳データ
3470,parameter count,パラメータ数
3471,parameter estimation,パラメータ推定
3472,parameter learning,パラメータ学習
3473,parameter matrix,パラメータ行列
3474,parameter model,パラメータモデル
3475,parameter regularization,パラメータ正則化
3476,parameter sharing,パラメータ共有
3477,parameter size,パラメータサイズ
3478,parameter space,パラメータ空間
3479,parameter tuning,パラメータ調整
3480,parameter tying,パラメーター・タイイング
3481,parameter update,パラメータ更新
3482,parameter vector,パラメータベクトル
3483,parameter-efficient fine-tuning,パラメータ効率の良いファインチューニング
3484,parameterisation,パラメータ化
3485,parameterization,パラメータ化
3486,parameterized model,パラメータ化モデル
3487,parametric,パラメトリック
3488,parametric family,パラメトリックファミリー
3489,parametric knowledge,パラメトリック知識
3490,parametric model,パラメトリックモデル
3491,parametrization,パラメータ化
3492,paraphrase,パラフレーズ
3493,paraphrase generation,パラフレーズ生成
3494,paraphrase generator,パラフレーズ生成器
3495,paraphrase identification,パラフレーズ識別
3496,paraphrase model,パラフレーズモデル
3497,parent node,親ノード
3498,parse,構文解析
3499,parse chart,解析チャート
3500,parse forest,構文解析フォレスト
3501,parse score,解析スコア
3502,parse structure,構文解析構造
3503,parse tree,構文木
3504,parser,パーサー
3506,parsing accuracy,構文解析精度
3507,parsing algorithm,構文解析アルゴリズム
3508,parsing model,構文解析モデル
3509,parsing performance,構文解析性能
3510,part of speech,品詞
3511,part of speech tag,品詞タグ
3512,part of speech tagger,品詞タグ付け器
3513,partial assignment,部分割り当て
3514,partial derivation,部分導出
3515,partial evaluation,部分評価
3516,partial observability,部分可観測性
3517,partial order,部分順序
3518,particle filter,粒子フィルタ
3519,partition,分割
3520,partition function,分配関数
3521,patch,パッチ
3522,path integration,パスインテグレーション
3523,path planning,経路計画
3524,pattern profile,パターンプロファイル
3525,pattern recognition,パターン認識
3526,pattern summarization,パターンサマリゼーション
3527,pattern-verbalizer pair,パターン-バーバライザーペア
3528,payoff function,ペイオフ関数
3529,payoff matrix,ペイオフ行列
3530,pedestrian detection,歩行者検出
3531,penalty function,ペナルティ関数
3532,penalty parameter,ペナルティパラメータ
3533,penalty term,ペナルティ項
3534,per-pixel,ピクセルごとの
3535,perception,知覚
3536,perceptron,パーセプトロン
3537,perceptron algorithm,パーセプトロンアルゴリズム
3538,perceptual feature,知覚的特徴
3539,perceptual loss,知覚損失
3540,perfect matching,完全マッチング
3541,performance difference lemma,性能差の補題
3542,permutation,順列
3543,permutation invariance,順列不変性
3544,permutation matrix,順列行列
3545,permutation test,順列検定
3546,permutohedral lattice,パーミュテオヘドラル格子
3547,perplexity,パープレキシティ
3548,perplexity score,パープレキシティスコア
3549,perspective projection,透視投影
3550,perspective projection matrix,透視投影行列
3551,perturbation,摂動
3552,perturbation analysis,摂動解析
3553,perturbation variance,摂動分散
3554,phase retrieval,位相復元
3555,phoneme,音素
3556,phoneme segmentation,音素セグメンテーション
3557,photoconsistency,フォトコンシステンシー
3558,photometric consistency,光度的一貫性
3559,photometric error,光度誤差
3560,photometric loss,光度損失
3561,photometric stereo,光度ステレオ
3563,phrase structure tree,句構造木
3564,phrase table,フレーズテーブル
3565,piecewise linear,区分線形
3566,piecewise planar,区分的平面
3567,pipeline,パイプライン
3568,pixel,ピクセル
3569,pixel labeling,ピクセルラベリング
3570,pixel-level,ピクセルレベル
3571,pixel-wise,ピクセル単位
3572,place recognition,場所認識
3573,placeholder,プレースホルダー
3574,planning,計画
3575,planning problem,計画問題
3576,planning task,計画タスク
3577,plug-in estimator,プラグイン推定量
3578,pobj,前置詞目的語
3579,point cloud,点群
3580,point correspondence,点対応
3581,point estimate,点推定
3582,point match,ポイントマッチ
3583,pointwise,ポイントワイズ
3584,pointwise multiplication,点ごとの乗算
3585,policy,方策
3586,policy class,ポリシークラス
3587,policy distribution,方策分布
3588,policy entropy,ポリシーエントロピー
3589,policy evaluation,ポリシー評価
3590,policy gradient,方策勾配
3591,policy gradient algorithm,ポリシー勾配アルゴリズム
3592,policy gradient estimator,ポリシー勾配推定器
3593,policy gradient method,ポリシー勾配法
3594,policy gradient theorem,ポリシー勾配定理
3595,policy improvement,ポリシー改善
3596,policy iteration,ポリシー反復
3597,policy learning,ポリシー学習
3598,policy network,ポリシーネットワーク
3599,policy optimization,ポリシー最適化
3600,policy parameter,ポリシーパラメータ
