Index,English,French
3772,lexical acquisition algorithm,algorithme d'acquisition lexicale
3773,lexical ambiguity,ambiguïté lexicale
3774,lexical analysis,analyse lexicale
3775,lexical entry,entrée lexicale
3776,lexical exposure,exposition lexicale
3777,lexical feature,caractéristique lexicale
3778,lexical head,tête lexicale
3779,lexical item,élément lexical
3780,lexical knowledge,connaissance lexicale
3781,lexical model,modèle lexical
3782,lexical overlap,chevauchement lexical
3783,lexicalization,lexicalisation
3784,lexicalized grammar,grammaire lexicalisée
3785,lexicalized parsing model,modèle de parsing lexicalisé
3786,lexicon,lexique
3787,lexicon induction,induction de lexique
3788,lifelong learning,apprentissage tout au long de la vie
3789,light field,champ lumineux
3790,light field interpolation,interpolation de champ lumineux
3791,likelihood function,fonction de vraisemblance
3792,likelihood ratio,quotient de vraisemblance
3793,likelihood ratio test,test du rapport de vraisemblance
3794,likelihood score,score de vraisemblance
3795,line search,recherche de ligne
3797,linear activation function,fonction d'activation linéaire
3798,linear algebra,algèbre linéaire
3799,linear classification,classification linéaire
3800,linear classification layer,couche de classification linéaire
3801,linear classifier,classifieur linéaire
3802,linear combination,combinaison linéaire
3803,linear complexity,complexité linéaire
3804,linear constraint,contrainte linéaire
3805,linear decay,décroissance linéaire
3806,linear decoder,décodeur linéaire
3807,linear discriminant analysis,analyse discriminante
3808,linear equation,équation linéaire
3809,linear evaluation,évaluation linéaire
3810,linear factor model,modèle factoriel linéaire
3811,linear function,fonction linéaire
3812,linear function approximation,approximation de fonction linéaire
3813,linear inequality,inégalité linéaire
3814,linear interpolation,interpolation linéaire
3815,linear kernel,noyau linéaire
3816,linear layer,couche linéaire
3817,linear learning rate decay,décroissance linéaire du taux d'apprentissage
3818,linear learning rate schedule,plan de taux d'apprentissage linéaire
3819,linear map,application linéaire
3820,linear model,modèle linéaire
3821,linear optimization,optimisation linéaire
3822,linear predictor,prédicteur linéaire
3823,linear probe,sonde linéaire
3824,linear program,programme linéaire
3825,linear programming boosting,dopage par programmation linéaire
3826,linear programming relaxation,relaxation de programmation linéaire
3827,linear projection,projection linéaire
3828,linear regression,régression linéaire
3829,linear regression model,modèle de régression linéaire
3830,linear regressor,régressseur linéaire
3831,linear resolution,résolution linéaire
3832,linear scaling,mise à l'échelle linéaire
3833,linear scheduler,planificateur linéaire
3834,linear separability,séparabilité linéaire
3835,linear system,système linéaire
3836,linear threshold unit,unité à seuil linéaire
3837,linear transform,transformation linéaire
3838,linear transformation,transformation linéaire
3839,linear transformation matrix,matrice de transformation linéaire
3840,linear warm-up,échauffement linéaire
3841,linear-chain,chaîne linéaire
3842,linear-quadratic regulator,régulateur linéaire-quadratique
3843,linearization,linéarisation
3845,linguistics,linguistiques
3846,link function,fonction de linkage
3847,link prediction,prédiction de lien
3849,linked data,données liées
3850,linked sample,échantillon lié
3851,liquid neural networks,réseau neuronal liquide
3852,liquid state machine,machine à état liquide
3853,list sampling,échantillonnage sur une liste
3854,load balancing,équilibrage de charge
3855,local basis function,fonction de base locale
3856,local coherence,cohérence locale
3857,local context,contexte local
3858,local coordinate frame,repère de coordonnées local
3859,local feature,caractéristique locale
3860,local geometry,géométrie locale
3861,local image feature,caractéristique d'image locale
3862,local interpretable model-agnostic explanations,LIME
3863,local maxima,maxima locaux
3864,local maximum,maximum local
3865,local minima,minima locaux
3866,local minimizer,minimiseur local
3867,local minimum,minima locaux
3868,local model,modèle local
3869,local optima,optima locaux
3870,local optimum,optimum local
3871,local outlier factor,facteur de valeur aberrante locale
3872,local parameter,paramètre local
3873,local polynomial interpolation,interpolation polynomiale locale
3874,local search,recherche locale
3875,local search method,méthode de recherche locale
3876,local surrogate model,modèle substitut local
3877,local variable,variable locale
3878,local window,fenêtre locale
3879,locality-sensitive hashing,hachage sensible à la localité
3880,localization,localisation
3881,locally constant prior,a priori localement constant
3882,location data,données de localisation
3883,location parameter,paramètre de localisation
3884,log,logarithme
3885,log likelihood,vraisemblance logarithmique
3886,log loss,perte logistique
3887,log marginal likelihood,vraisemblance marginale logarithmique
3888,log p,log p
3889,log partition function,fonction de partition logarithmique
3890,log perplexity,perplexité logarithmique
3891,log probability,probabilité logarithmique
3892,log-likelihood function,fonction de vraisemblance logarithmique
3893,log-likelihood loss,perte de log-vraisemblance
3894,log-likelihood ratio,rapport de log-vraisemblance
3895,log-linear model,modèle log-linéaire
3896,log-linear translation model,modèle de traduction log-linéaire
3897,log-log plot,graphique log-log
3898,log-normal distribution,distribution log-normale
3899,log-odd score,score des log-odds
3900,log-odds,logarithme de cote
3901,log-prob,log-prob
3902,log-sum-exp,log-sum-exp
3903,logic,logique
3904,logic programming,programmation logique
3905,logic programs,programmes logiques
3906,logic theorist,logic theorist
3907,logic tree,arbre logique
3908,logic-based machine learning,apprentissage automatique basé sur la logique
3909,logical connective,connecteur logique
3910,logical entailment,conséquence logique
3911,logical form,forme logique
3912,logical predicate,prédicat logique
3913,logical qubit,bit quantique logique
3914,logistic function,fonction logistique
3915,logistic loss,perte logistique
3916,logistic model tree,arbre de modèle logistique
3917,logistic regression,régression logistique
3918,logistic regression classifier,classificateur de régression logistique
3919,logistic regression model,modèle de régression logistique
3920,logit,logit
3921,logit model,modèle logit
3922,lognormal distribution,distribution de Galton
3923,long short-term memory,réseau récurrent à longue mémoire court terme
3924,long-range dependency,dépendance à long terme
3925,longitudinal study,étude longitudinale
3926,lookup table,table de consultation
3927,loop closure,fermeture de boucle
3928,loopy belief propagation,propagation de croyance par boucle
3929,loss,perte
3930,loss distribution,distribution des pertes
3931,loss function,fonction de perte
3932,loss landscape,paysage de perte
3933,loss minimization,minimisation de la perte
3934,loss optimization,optimisation des pertes
3935,loss term,terme de perte
3936,lossy compression,compression avec perte
3937,lottery ticket hypothesis,hypothèse du ticket de loterie
3938,low rank,faible rang
3939,low rank approximation,approximation de faible rang
3940,low rank matrix factorization,factorisation en une matrice de rang inférieur
3941,low-data regime,régime de faible quantité de données
3942,low-dimensional embedding,plongement de faible dimension
3943,low-dimensional representation,représentation de faible dimension
3944,low-pass filter,filtre passe-bas
3945,low-rank adaptation,adaptation de rangs faibles
3946,low-rank factorization,factorisation de faible rang
3947,low-rank matrix approximation,approximation de matrice de faible rang
3948,lower bound,borne inférieure
3949,mIoU,mIoU
3950,mT5,mT5
3951,machine learning,apprentissage artificiel
3952,machine learning algorithm,algorithme d'apprentissage automatique
3953,machine learning as a service,apprentissage automatique en tant que service
3954,machine learning classifier,classificateur d'apprentissage automatique
3955,machine learning control,contrôle par apprentissage automatique
3956,machine learning engineer,ingénieur en apprentissage automatique
3957,machine learning model,modèle d'apprentissage
3958,machine learning system,système d'apprentissage automatique
3959,machine learning systems,systèmes d'apprentissage automatique
3960,machine listening,audition informatique
3961,machine perception,perception artificielle
3962,machine reading,lecture automatique
3963,machine to machine,communication de machine à machine
3964,machine translation,traduction automatique
3965,machine translation model,modèle de traduction automatique
3966,machine translation system,système de traduction automatique
