,English,Japanese
560,naive Bayes classifier,ナイーブベイズ分類器
3245,naive Bayes model,ナイーブベイズモデル
3246,named,挙げられた
3247,named entity,名前付きエンティティ
561,named entity recognition,固有表現認識
3248,named entity recognizer,名前付きエンティティ認識器
3249,namely,すなわち
3250,natural,自然な
3251,natural image statistic,自然画像統計
3252,natural language,自然言語
564,natural language generation,自然言語生成
566,natural language processing,自然言語処理
3253,natural language query,自然言語クエリ
3254,natural logic,自然論理
3255,natural logic inference,自然論理推論
3256,natural parameter,自然パラメータ
3257,near-optimality,近似最適性
570,nearest neighbor,最近傍法
3258,nearest neighbor classifier,最近傍分類器
3259,nearest neighbor search,最近傍探索
3260,nearest-neighbor algorithm,最近傍アルゴリズム
3261,negation,否定
3262,negative log-likelihood,負の対数尤度
3263,negative pair,負のペア
3264,negative sample,ネガティブサンプル
3265,negative transfer,負の転送
3266,neighborhood function,隣接関数
3267,neighborhood system,近傍系
3268,net,ネット
3269,network,ネットワーク
3270,network architecture,ネットワークアーキテクチャ
3271,network feature,ネットワーク特徴量
3272,network parameter,ネットワークパラメータ
3273,network structure,ネットワーク構造
3274,network topology,ネットワークトポロジー
3275,network weight,ネットワーク重み
3276,neural,ニューラル
3277,neural activity,神経活動
3278,neural approach,ニューラルアプローチ
3279,neural architecture,ニューラルアーキテクチャ
3280,neural architecture search,ニューラルアーキテクチャ検索
3281,neural embedding,ニューラル埋め込み
3282,neural generation model,ニューラル生成モデル
3283,neural implicit representation,ニューラル暗黙的表現
3284,neural language model,ニューラル言語モデル
573,neural machine translation,ニューラル機械翻訳
3285,neural machinery,ニューラル機構
3286,neural mapping,ニューラルマッピング
3287,neural method,ニューラルメソッド
3288,neural model,ニューラルモデル
3289,neural module,ニューラルモジュール
3290,neural net,ニューラルネット
574,neural network,ニューラルネットワーク
3291,neural network architecture,ニューラルネットワークアーキテクチャ
3292,neural network classifier,ニューラルネットワーク分類器
3293,neural network language model,ニューラルネットワーク言語モデル
3294,neural network layer,ニューラルネットワーク層
3295,neural network model,ニューラルネットワークモデル
3296,neural operator,ニューラルオペレーター
3297,neural parser,ニューラルパーサー
3298,neural renderer,ニューラルレンダラー
3299,neural rendering,ニューラルレンダリング
3300,neural representation,ニューラル表現
3301,neural retrieval,ニューラルリトリーバル
3302,neural scaling law,ニューラルスケーリング則
3303,neural scene representation,ニューラルシーン表現
3304,neural sequence model,ニューラルシーケンスモデル
3305,neural text generation,ニューラルテキスト生成
3306,neural volumetric representation,ニューラル体積表現
3307,neural word embedding,ニューラル・ワード・エンベッディング
3308,neuro-symbolic system,ニューラル・シンボリックシステム
3309,neuron,ニューロン
3310,news,ニュース
3311,newswire,ニュースワイヤー
3312,next sentence prediction,次文予測
3313,next token prediction,次トークン予測
3314,nmod,名詞修飾語
3315,no-regret algorithm,ノーリグレットアルゴリズム
3316,no-regret dynamic,ノーリグレットダイナミクス
3317,no-regret learning algorithm,無後悔学習アルゴリズム
3318,node,ノード
3319,node attribute,ノード属性
3320,node classification,ノード分類
3321,node degree,ノードの次数
3322,node embedding,ノード埋め込み
3323,node feature,ノード特徴
3324,node feature matrix,ノード特徴行列
3325,node label,ノードラベル
3326,node representation,ノード表現
3327,node set,ノード集合
3328,node-disjoint path,ノード非交差パス
3329,nodes,ノード
3330,noise distribution,ノイズ分布
3331,noise level,ノイズレベル
3332,noise model,ノイズモデル
3333,noise schedule,ノイズスケジュール
3334,noise-contrastive estimation,ノイズ対比推定
3335,noisy channel,ノイジーチャンネル
3336,nominal mention,名詞的言及
3337,non-Euclidean space,非ユークリッド空間
3338,non-Markov process,非マルコフ過程
3339,non-convex objective,非凸目的関数
3340,non-convex optimization,非凸最適化
3341,non-convex problem,非凸問題
3342,non-convexity,非凸性
3343,non-linear least square,非線形最小二乗法
3344,non-linear optimization,非線形最適化
3345,non-linearity,非線形性
3346,non-local feature,非局所特徴
3347,non-max suppression,非最大抑制
3348,non-maxima suppression,非最大値抑制
3349,non-maximal suppression,非最大抑制
3350,non-negative matrix factorization,非負行列分解
3351,non-parametric setting,ノンパラメトリック設定
3352,non-projective parsing,非射影構文解析
3353,non-submodular energy,非サブモジュラーエネルギー
3354,non-tree model,非ツリーモデル
3355,nonconvex function,非凸関数
3356,nonlinear optimisation,非線形最適化
3357,nonmonotonic reasoning,非単調推論
3358,nonterminal symbol,非終端記号
3359,norm,ノルム
3360,normal,法線
3361,normal distribution,正規分布
3362,normal form,正規形
3363,normal vector,法線ベクトル
3364,normal-form game,正規形ゲーム
3365,normalisation,正規化
581,normalization,正規化
3366,normalization constant,正規化定数
3367,normalization factor,正規化因子
3368,normalization function,正規化関数
3369,normalization layer,正規化層
3370,normalization method,正規化手法
3371,normalization strategy,正規化戦略
3372,normalize,正規化する
3373,normalized cross correlation,正規化相関
3374,normalized cut,正規化カット
3375,normalized cut algorithm,正規化カットアルゴリズム
3376,normalized edit distance,正規化編集距離
3377,normalizing factor,正規化因子
3378,normalizing flow,正規化フロー
3379,noun,名詞
3380,noun phrase,名詞句
3381,nouns,名詞
3382,novel view synthesis,新しい視点合成
3383,nsubj,主語
3384,nsubjpass,受動主語
3385,nuclear norm,核ノルム
3386,nuclear norm relaxation,核ノルム緩和
3387,null distribution,帰無分布
3388,null space,零空間
3389,number,数字
3390,numerical linear algebra,数値線形代数
3391,object bounding box,物体バウンディングボックス
3392,object categorization,物体のカテゴリ化
3393,object category,物体カテゴリ
3394,object category recognition,物体カテゴリ認識
3395,object class,オブジェクトクラス
3396,object classification,物体分類
586,object detection,物体検出
3397,object detector,物体検出器
3398,object domain,オブジェクトドメイン
3399,object embedding,物体埋め込み
3400,object instance segmentation,物体インスタンスセグメンテーション
3401,object model,オブジェクトモデル
3402,object proposal,オブジェクト提案
3403,object recognition,オブジェクト認識
3404,object segmentation,オブジェクトセグメンテーション
3405,object tracking,オブジェクト追跡
3406,objective function,目的関数
3407,objective value,目的値
3408,objectness,オブジェクトネス
3409,observation function,観測関数
3410,observation model,観測モデル
3411,observation space,観測空間
3412,observational datum,観測データ
3413,occlusion handling,オクルージョン処理
3414,occlusion reasoning,オクルージョン推論
3415,occupancy grid,占有グリッド
3416,occupancy map,占有マップ
3417,occupancy measure,占有測度
3418,odometry,オドメトリ
3419,off-diagonal element,非対角要素
3420,off-policy,オフポリシー
3421,offline algorithm,オフラインアルゴリズム
3422,offline learning,オフライン学習
3423,on-policy,オンポリシー
3424,one-against-all reduction,ワンアゲインストオール削減
3425,one-hot encoded,ワンホットエンコード
3426,one-hot representation,ワンホット表現
3427,one-hot vector,ワンホットベクトル
3428,one-shot learning,ワンショット学習
3429,one-shot setting,ワンショット設定
3430,one-stage detector,ワンステージ検出器
3431,one-versus-all,一対全
3432,online,オンライン
3433,online algorithm,オンラインアルゴリズム
