,word,validated_translation
3985,multi-modal model,多模态模型
3986,multi-nominal logistic regression model,多项对数几率回归模型
3987,multi-object detection,多目标检测
3988,multi-objective genetic algorithm,多目标遗传算法
3989,multi-objective optimization,多目标优化
3990,multi-prediction deep Boltzmann machine,多预测深度玻尔兹曼机
3991,multi-reaction synthesis,多反应合成
3992,multi-response linear regression,多响应线性回归
3993,multi-scale,多尺度
3994,multi-scale architecture,多尺度架构
3995,multi-scale training,多尺度训练
3996,multi-task,多任务
3997,multi-task fine-tuning,多任务微调
3999,multi-task model,多任务模型
4000,multi-task regression,多任务回归
4001,multi-task setting,多任务设置
4002,multi-view,多视角
4003,multi-view datum,多视图数据
4004,multi-view geometry,多视图几何
4005,multi-view learning,多视图学习
4006,multi-view stereo,多视图立体
4007,multi-view system,多视图系统
4008,multiclass classifier,多类分类器
4009,multiclass hinge loss,多类别铰链损失
4010,multiclass model,多类模型
4011,multiclass object detection,多类目标检测
4012,multicollinearity,多重共线性
4015,multilayer perceptron,多层感知机
4016,multilingual,多语言的
4017,multilingual embedding,多语言嵌入
4018,multilingual language model,多语言模型
4019,multilingual model,多语言模型
4020,multilingual representation,多语言表示
4021,multilingual training,多语言训练
4022,multilinguality,多语言性
4023,multimodal,多峰值
4024,multimodal learning,多模态学习
4025,multimodal task,多模态任务
4026,multinomial distribution,多项分布
4027,multinomial model,多项式模型
4028,multinoulli distribution,Multinoulli分布
4029,multinoulli output distribution,Multinoulli输出分布
4031,multiple dimensional scaling,多维缩放
4032,multiple kernel learning,多核学习
4033,multiple linear regression,多元线性回归
4034,multiscale modeling,多尺度建模
4035,multiset,多重集
4036,multitask,多任务
4037,multitask learning,多任务学习
4038,multitask training,多任务训练
4039,multivariate,多变量
4041,multivariate Gaussian,多元高斯
4042,multivariate Gaussian distribution,多元高斯分布
4040,multivariate decision tree,多变量决策树
4043,multivariate normal,多元正态
4044,multivariate normal distribution,多元正态分布
4045,multivariate regression,多变量回归
4046,multivariate time series,多变量时间序列
4047,mutex,互斥锁
4048,mutexe,互斥量
4049,mutual entropy,互信息熵
4050,mutual information,互信息
4051,n-best list,n-best 列表
4052,n-dimensional space,N维空间
4053,n-gram,N元
4054,n-gram feature,N元特征
4055,n-gram language model,n-gram语言模型
4056,n-gram model,N元模型
4057,n-step returns,n步回报
4059,naive Bayes,朴素贝叶斯
4060,naive Bayes algorithm,朴素贝叶斯算法
4061,naive Bayes classifier,朴素贝叶斯分类器
4062,naive Bayes model,朴素贝叶斯模型
4063,naive Bayesian,朴素贝叶斯
4064,naive Bayesian methods,朴素贝叶斯方法
4065,named,命名的
4066,named entity,命名实体
4067,named entity recognition,命名实体识别
4068,"named entity recognition, NER",命名实体识别
4069,named entity recognizer,命名实体识别器
4070,namely,即
4071,narrow convolution,窄卷积
4076,nats,奈特
4077,natural,自然的
4078,natural exponential decay,自然指数衰减
4079,natural image statistic,自然图像统计
4080,natural language,自然语言
4081,natural language generation,自然语言生成
4083,natural language processing,自然语言处理
4084,natural language query,自然语言查询
4086,natural logic,自然逻辑
4087,natural logic inference,自然逻辑推理
4088,natural parameter,自然参数
4091,near-optimality,近似最优性
4092,nearest neighbor,最近邻
4093,nearest neighbor classifier,最近邻分类器
4094,nearest neighbor graph,最近邻图
4095,nearest neighbor regression,最近邻回归
4096,nearest neighbor search,最近邻搜索
4097,nearest neighbors,近邻
4098,nearest neighbour model,近邻模型
4099,nearest-neighbor algorithm,最近邻算法
4100,nearest-neighbor search,最近邻搜索
4101,negation,否定
4102,negative class,负类
4103,negative correlation,负相关法
4104,negative definite,负定
4105,negative log likelihood,负对数似然函数
4106,negative log-likelihood,负对数似然
4107,negative pair,负样本对
4108,negative part function,负部函数
4109,negative phase,负相
4110,negative predictive value,阴性预测值
4111,negative sample,负例
4112,negative sampling,负采样
4113,negative semidefinite,半负定
4114,negative transfer,负迁移
4115,neighborhood function,邻域函数
4116,neighborhood system,邻域系统
4117,neighbourhood component analysis,近邻成分分析
4120,net,网络
4121,net activation,净活性值
4122,net input,净输入
4123,network,网络
4124,network architecture,网络结构
4125,network capacity,网络容量
4126,network feature,网络特征
4127,network geometry,网络几何
4128,network parameter,网络参数
4129,network structure,网络结构
4130,network topology,网络拓扑
4131,network weight,网络权重
4132,neural,神经的
4168,neural Turing machine,神经图灵机
4169,neural Turing machines,神经图灵机
4133,neural activity,神经活动
4134,neural approach,神经方法
4135,neural architecture,神经架构
4136,neural architecture search,神经架构搜索
4137,neural auto-regressive density estimator,神经自回归密度估计器
4138,neural auto-regressive network,神经自回归网络
4139,neural embedding,神经嵌入
4140,neural generation model,神经生成模型
4141,neural implicit representation,神经隐式表示
4143,neural language model,神经语言模型
4144,neural machine translation,神经机器翻译
4145,neural machinery,神经机制
4146,neural mapping,神经映射
4147,neural method,神经方法
4148,neural model,神经模型
4149,neural module,神经模块
4150,neural net,神经网络
4151,neural network,神经网络
4152,neural network architecture,神经网络架构
4153,neural network classifier,神经网络分类器
4154,neural network language model,神经网络语言模型
4155,neural network layer,神经网络层
4156,neural network model,神经网络模型
4157,neural operator,神经算子
4158,neural parser,神经解析器
4160,neural renderer,神经渲染器
4161,neural rendering,神经渲染
4162,neural representation,神经表示
4163,neural retrieval,神经检索
4164,neural scaling law,神经网络缩放定律
4165,neural scene representation,神经场景表示
4166,neural sequence model,神经序列模型
4167,neural text generation,神经文本生成
4171,neural volumetric representation,神经体积表示
4172,neural word embedding,神经词嵌入
4173,neural-network-based function,基于神经网络的函数
4174,neuro-symbolic system,神经符号系统
4175,neurodynamics,神经动力学
4176,neuromorphic computing,神经形态计算
4177,neuron,神经元
4178,neurons,神经元
4179,news,新闻
4180,newswire,新闻通讯
4183,next sentence prediction,下一句预测
4184,next token prediction,下一个标记预测
4187,nmod,名词修饰语
4188,no free lunch theorem,没有免费午餐定理
4189,no-regret algorithm,无悔算法
4190,no-regret dynamic,无悔动态
4191,no-regret learning algorithm,无悔学习算法
4192,node,结点
4193,node attribute,节点属性
4194,node classification,节点分类
4195,node degree,节点度
4196,node embedding,节点嵌入
4197,node feature,节点特征
4198,node feature matrix,节点特征矩阵
4199,node label,节点标签
4200,node representation,节点表示
4201,node set,节点集
4202,node-disjoint path,节点不相交路径
4203,nodes,节点
4204,noise,噪声
4205,noise distribution,噪声分布
4206,noise filters,噪声过滤器
4207,noise level,噪声水平
4208,noise model,噪声模型
4209,noise schedule,噪声调度
4210,noise-contrastive estimation,噪声对比估计
4211,noise-free,无噪的
4212,noisy channel,噪声信道
4214,nominal attribute,列名属性
4215,nominal mention,名义提及
4221,non-Euclidean space,非欧几里得空间
4232,non-Markov process,非马尔可夫过程
4216,non-autoregressive process,非自回归过程
4217,non-convex objective,非凸目标
4218,non-convex optimization,非凸优化
4219,non-convex problem,非凸问题
4220,non-convexity,非凸性
4222,non-informative prior,无信息先验
4223,non-linear,非线性
4224,non-linear correlation,非线性相关
4225,non-linear least square,非线性最小二乘
4226,non-linear model,非线性模型
4227,non-linear optimization,非线性优化
4228,non-linear oscillation,非线性振荡
4229,non-linear support vector machine,非线性支持向量机
4230,non-linearity,非线性
4231,non-local feature,非局部特征
4233,non-max suppression,非极大值抑制
4234,non-maxima suppression,非极大值抑制
4235,non-maximal suppression,非极大抑制
4237,non-metric distance,非度量距离
4238,non-negative matrix factorization,非负矩阵分解
4239,non-ordinal attribute,无序属性
4240,non-parametric,非参数
4241,non-parametric algorithm,非参数化学习算法
4242,non-parametric model,非参数化模型
4243,non-parametric setting,非参数设置
4244,non-probabilistic model,非概率模型
4245,non-projective parsing,非投影解析
4246,non-safety-critical applications,非安全关键型应用
4247,non-saturating game,非饱和博弈
4248,non-separable,不可分
4249,non-steady-state,非稳态
4250,non-stochastic,非随机的
4251,non-submodular energy,非次模能量
4252,non-template,非模板
4253,non-template methods,非模板方法
4254,non-tree model,非树模型
4255,non-zero weight,非零权重
4256,nonconvex,非凸
4257,nonconvex function,非凸函数
4258,nondistributed,非分布式
4259,nondistributed representation,非分布式表示
4260,nonlinear autoregressive with exogenous inputs model,有外部输入的非线性自回归模型
4261,nonlinear conjugate gradients,非线性共轭梯度
4262,nonlinear independent components estimation,非线性独立成分估计
4263,nonlinear optimisation,非线性优化
4264,nonlinear programming,非线性规划
4265,nonmonotonic reasoning,非单调推理
4266,nonparametric density estimation,非参数密度估计
4267,nonterminal symbol,非终结符
4268,norm,范数
4269,norm-preserving,范数保持性
