,word,validated_translation
3172,monolingual model,نموذج أحادي اللغة
3173,monolingual training,التدريب أحادي اللغة
3174,monotone,رتيب
3175,monotonic,أحادي الرتابة
3176,morphemes,المورفيمات
3177,morphological,المورفولوجي
3178,morphological analysis,التحليل الصرفي
3179,morphological analyzer,محلل صرفي
3180,morphological feature,السمة الصرفية
3181,morphological information,المعلومات المورفولوجية
3182,morphological operation,العملية المورفولوجية
3183,morphological segmentation,التجزئة الصرفية
3184,morphologically,صرفياً
3187,motion analysis,تحليل الحركة
3188,motion estimation,تقدير الحركة
3189,motion matrix,مصفوفة الحركة
3190,motion planning,تخطيط الحركة
3191,motion segmentation,تجزئة الحركة
3192,motivated,مدفوع
3193,moving average,المتوسط المتحرك
3194,multi-agent,متعدد الوكلاء
3195,multi-agent interaction,تفاعل متعدد الوكلاء
3196,multi-agent learning,تعلم متعدد الوكلاء
3197,multi-agent reinforcement learning,التعلم المعزز متعدد الوكلاء
3198,multi-agent system,نظام متعدد الوكلاء
3199,multi-armed bandit,قطاع الطرق متعدد الأسلحة
3200,multi-armed bandit problem,مشكلة قطاع الطرق متعدد الأسلحة
3201,multi-class,متعدد الفئات
3202,multi-class classification,تصنيف متعدد الفئات
3203,multi-class logistic regression,الانحدار اللوجستي متعدد الفئات
3204,multi-class problem,مشكلة متعددة الفئات
3205,multi-classification,تصنيف متعدد الفئات
3206,multi-document summarization,تلخيص متعدد الوثائق
3207,multi-domain,متعدد المجالات
3208,multi-head,متعدد الرؤوس
3209,multi-head attention,الانتباه متعدد الرؤوس
3210,multi-head attention layer,طبقة الانتباه متعدد الرؤوس
3211,multi-head self-attention,انتباه ذاتي متعدد الرؤوس
3212,multi-head self-attention mechanism,آلية الانتباه الذاتي متعدد الرؤوس
3213,multi-head self-attention module,وحدة الانتباه الذاتي متعددة الرؤوس
3214,multi-headed self-attention,الانتباه الذاتي متعدد الرؤوس
3215,multi-label,متعدد التسميات
3216,multi-label classification,تصنيف متعدد التسميات
3217,multi-label classification loss,خسارة تصنيف متعدد التسميات
3218,multi-label classifier,مصنف متعدد التسميات
3219,multi-label datum,بيانات متعددة التصنيفات
3220,multi-label learning,التعلم متعدد العلامات
3221,multi-label text classification,تصنيف النصوص متعدد التسميات
3222,multi-layer neural network,شبكة عصبية متعددة الطبقات
3223,multi-layer perceptron,المدرك متعدد الطبقات
3224,multi-modal,متعدد الوسائط
3225,multi-modal input,مدخلات متعددة الوسائط
3226,multi-modal learning,التعلم متعدد الوسائط
3227,multi-modal model,نموذج متعدد الوسائط
3228,multi-object detection,كشف الأجسام المتعددة
3229,multi-objective optimization,تحسين متعدد الأهداف
3230,multi-scale,متعدد المقاييس
3231,multi-scale architecture,بنية متعددة المقاييس
3232,multi-scale training,تدريب متعدد المقاييس
3233,multi-task,متعدد المهام
3234,multi-task fine-tuning,الضبط الدقيق متعدد المهام
3235,multi-task model,نموذج متعدد المهام
3236,multi-task regression,انحدار متعدد المهام
3237,multi-task setting,إعداد متعدد المهام
3238,multi-view,متعدد المناظر
3239,multi-view datum,بيانات متعددة الرؤى
3240,multi-view geometry,الهندسة متعددة المناظر
3241,multi-view learning,التعلم متعدد المشاهدات
3242,multi-view stereo,ستيريو متعدد المناظر
3243,multi-view system,النظام متعدد المناظر
3244,multiclass classifier,مصنف متعدد الفئات
3245,multiclass hinge loss,خسارة المفصلة متعددة الفئات
3246,multiclass model,نموذج متعدد الفئات
3247,multiclass object detection,كشف الكائنات متعدد الفئات
3248,multilingual,متعدد اللغات
3249,multilingual embedding,التضمين متعدد اللغات
3250,multilingual language model,نموذج لغوي متعدد اللغات
3251,multilingual model,نموذج متعدد اللغات
3252,multilingual representation,تمثيل متعدد اللغات
3253,multilingual training,تدريب متعدد اللغات
3254,multilinguality,تعدد اللغات
3255,multimodal learning,نموذج متعدد الصيغ
3256,multimodal model,نموذج متعدد الصيغ
3257,multimodal task,مهمة متعددة الوسائط
3258,multinomial distribution,توزيع متعدد الحدود
3259,multinomial model,نموذج متعدد الحدود
3260,multiple kernel learning,تعلم الأنوية المتعددة
3261,multiple linear regression,الانحدار الخطي المتعدد
3262,multiscale modeling,النمذجة متعددة المقاييس
3263,multiset,المجموعة المتعددة
3264,multitask,متعدد المهام
3265,multitask training,تدريب متعدد المهام
3266,multivariate,متعدد المتغيرات
3267,multivariate Gaussian,توزيع غاوسي متعدد المتغيرات
3268,multivariate Gaussian distribution,توزيع Gaussian متعدد المتغيرات
3269,multivariate normal,التوزيع الطبيعي متعدد المتغيرات
3270,multivariate normal distribution,توزيع طبيعي متعدد المتغيرات
3271,multivariate time series,سلاسل زمنية متعددة المتغيرات
3272,mutex,قفل متبادل
3273,mutexe,قفل متبادل
3274,mutual entropy,الإنتروبيا المتبادلة
540,mutual information,المعلومات المتبادلة
3275,n-best list,قائمة الن-best
541,n-gram,N-جرام
3276,n-gram feature,ميزة n-gram
3277,n-gram language model,نموذج لغة n-جرام
3278,n-gram model,نموذج n-جرام
3279,n-grams,سلسلة كلمات
3280,n-step returns,عوائد n-خطوة
545,naive Bayes,بايز الساذج
546,naive Bayes classifier,مُصنّف بايز الساذج
3281,naive Bayes model,نموذج بايز الساذج
3282,named,مسمى
3283,named entity,كيان مسمى
547,named entity recognition,التعرف على الكيانات المسماة
3284,named entity recognizer,مُتعرف على الكيانات المسماة
3285,namely,أي
3286,natural,طبيعي
3287,natural image statistic,إحصائيات الصور الطبيعية
3288,natural language,اللغة الطبيعية
550,natural language generation,توليد اللغة الطبيعية
3289,natural language processing,معالجة اللغات الطبيعية
3290,natural language query,استعلام باللغة الطبيعية
3291,natural logic,المنطق الطبيعي
3292,natural logic inference,استدلال المنطق الطبيعي
3293,natural parameter,المعلمة الطبيعية
3294,near-optimality,شبه الأمثلية
555,nearest neighbor,أقرب جار
3295,nearest neighbor classifier,مصنف الجار الأقرب
3296,nearest neighbor search,بحث الجار الأقرب
3297,nearest-neighbor algorithm,خوارزمية الجار الأقرب
3298,negation,النفي
3299,negative class,صنف سلبي
3300,negative log-likelihood,الاحتمال اللوغاريتمي السلبي
3301,negative pair,زوج سلبي
3302,negative sample,عينة سلبية
3303,negative transfer,النقل السلبي
3304,neighborhood function,دالة الجوار
3305,neighborhood system,نظام الجوار
3306,net,شبكة
3307,network,الشبكة
3308,network architecture,معمارية الشبكة
3309,network feature,ميزة الشبكة
3310,network parameter,معلمات الشبكة
3311,network structure,هيكل الشبكة
3312,network topology,طوبولوجيا الشبكة
