Index,English,French
3826,loop closure,fermeture de boucle
3827,loopy belief propagation,propagation de croyance par boucle
3828,loss,perte
3829,loss distribution,distribution des pertes
3830,loss function,fonction de perte
3831,loss landscape,paysage de perte
3832,loss minimization,minimisation de la perte
3833,loss optimization,optimisation des pertes
3834,loss term,terme de perte
3835,lossy compression,compression avec perte
3836,lottery ticket hypothesis,hypothèse du ticket de loterie
3837,low rank,faible rang
3838,low rank approximation,approximation de faible rang
3839,low rank matrix factorization,factorisation en une matrice de rang inférieur
3840,low-data regime,régime de faible quantité de données
3841,low-dimensional embedding,plongement de faible dimension
3842,low-dimensional representation,représentation de faible dimension
3843,low-pass filter,filtre passe-bas
3844,low-rank adaptation,adaptation de rangs faibles
3845,low-rank factorization,factorisation de faible rang
3846,low-rank matrix approximation,approximation de matrice de faible rang
3847,lower bound,borne inférieure
3848,mIoU,mIoU
3849,mT5,mT5
3850,machine learning,apprentissage artificiel
3851,machine learning algorithm,algorithme d'apprentissage automatique
3852,machine learning as a service,apprentissage automatique en tant que service
3853,machine learning classifier,classificateur d'apprentissage automatique
3854,machine learning control,contrôle par apprentissage automatique
3855,machine learning engineer,ingénieur en apprentissage automatique
3856,machine learning model,modèle d'apprentissage
3857,machine learning system,système d'apprentissage automatique
3858,machine learning systems,systèmes d'apprentissage automatique
3859,machine listening,audition informatique
3860,machine perception,perception artificielle
3861,machine reading,lecture automatique
3862,machine to machine,communication de machine à machine
3863,machine translation,traduction automatique
3864,machine translation model,modèle de traduction automatique
3865,machine translation system,système de traduction automatique
3866,machine unlearning,désapprentissage automatique
3867,machine vision,Visionique
3868,machine-generated text,texte généré par machine
3869,machine-in-the-loop,machine dans la boucle
3870,macro-F1,macro-F1
3871,macro-action,macro-action
3872,macro-average,macro-moyenne
3873,majority voting,vote majoritaire
3874,manifold,variété
3875,manifold alignment,méthode d'alignement de variété
3876,manifold hypothesis,hypothèse de variété
3877,manifold learning,apprentissage de variété
3878,manifold projection,projection sur la variété
3879,manifold structure,structure de variété
3880,manifold tangent classifier,classificateur tangentiel entre variétés
3881,manifold-valued datum,donnée à valeurs de variété
3882,many-shot jailbreaking,débridage en plusieurs coups
3883,many-valued logic,logiques multivalentes
3884,margin parameter,paramètre de marge
3885,marginal density,densité marginale
3886,marginal distribution,distribution marginale
3887,marginal inference,inférence marginale
3888,marginal likelihood,vraisemblance marginale
3889,marginal log-likelihood,log-vraisemblance marginale
3890,marginal polytope,polytope marginal
3891,marginal probability,probabilité marginale
3892,marginalization,marginalisation
3893,market basket analysis,analyse du panier
3894,mashup application,appli composite
3895,mask,masque
3896,mask token,jeton masqué
3897,mask vector,vecteur de masque
3898,masked input,entrée masquée
3899,masked language model,modèle de langage masqué
3900,masked token,jeton masqué
3901,masking function,fonction de masquage
3902,massive online analysis,analyse massive en ligne
3903,massively parallel processing,traitement massivement parallèle
3904,massively parallel processing database,base de données à traitement massivement parallèle
3905,master data management,gestion des données de référence
3906,matching algorithm,algorithme d'appariement
3907,matching loss,perte d'appariement
3908,mathematical optimization,optimisation mathématique
3909,matrix,matrice
3910,matrix approximation,approximation de matrice
3911,matrix calculation,calcul matriciel
3912,matrix completion,Complétion de matrice
3913,matrix decomposition,décomposition de matrice
3914,matrix form,forme matricielle
3915,matrix inversion,inversion de matrice
3916,matrix multiplication,MatMul
3917,matrix norm,norme de matrice
3918,matrix sketching,esquisse de matrice
3919,matrix vector product,produit matrice-vecteur
3920,matrix-vector multiplication,multiplication matrice-vecteur
3921,matroid,matroïde
3922,matroid constraint,contrainte de matroïde
3923,max norm,norme maximale
3924,max pooling,max pooling
3925,max-margin,max-margin
3926,max-margin learning,apprentissage à marge maximale
3927,max-pool,max-pooling
3928,max-pooling,sous-échantillonnage par le maximum
3929,max-pooling layer,couche de max-pooling
3930,max-product semiring,sémiring max-produit
3931,maximal clique,clique maximale
3932,maximal frequent itemset,ensemble d'éléments fréquents maximaux
3933,maximal frequent pattern,motif fréquent maximal
3934,maximization problem,problème de maximisation
3935,maximum a posteriori,maximum a posteriori
3936,maximum a posteriori estimation,estimateur du maximum a posteriori
3937,maximum clique,clique maximale
3938,maximum entropy,entropie maximale
3939,maximum entropy model,modèle d'entropie maximale
3940,maximum entropy principle,principe d'entropie maximale
3941,maximum flow,flot maximum
3942,maximum likelihood,maximum de vraisemblance
3943,maximum likelihood estimate,estimation du maximum de vraisemblance
3944,maximum likelihood estimation,estimation du maximum de vraisemblance
3945,maximum likelihood estimator,estimateur du maximum de vraisemblance
3946,maximum likelihood learning,apprentissage par maximum de vraisemblance
3947,maximum mean discrepancy,discrépance moyenne maximale
3948,maximum normalized residual test,test du résidu normalisé maximal
3949,mean absolute error,erreur absolue moyenne
3950,mean average precision,précision moyenne moyenne
3951,mean field,champ moyen
3952,mean function,fonction moyenne
3953,mean pooling,mise en commun de la moyenne
3954,mean reciprocal rank,rang réciproque moyen
3955,mean shape,forme moyenne
3956,mean shift,décalage moyen
3957,mean square error,erreur quadratique moyenne
3958,mean squared error,erreur quadratique moyenne
3959,mean vector,vecteur moyen
3960,mean-field approximation,approximation de champ moyen
3961,mean-linkage clustering,regroupement hiérarchique par lien moyen
3962,measurable space,espace mesurable
3963,measure of central tendency,caractéristique de tendance centrale
3964,measurement error,erreur de mesure
3965,measurement matrix,matrice de mesure
3966,measurement noise,bruit de mesure
3967,measures of central tendency,calcul de la tendance centrale
3968,median,valeur centrale
3969,medical imaging,imagerie médicale
3970,medoid,médoïde
3971,membership inference attack,attaque par inférence d'appartenance
3972,membership query,requête d'appartenance
3973,memetic algorithm,algorithme mémétique
3974,memoization,memoisation
3975,memory bank,banque de mémoire
3976,memory capacity,capacité de mémoire
3977,memory cell,cellule de mémoire
3978,memory complexity,complexité mémoire
3979,memory dump,vidage de la mémoire
3980,mention detection,détection des mentions
3981,meronymy,méronymie
3982,message passing,passage de messages
3983,message passing algorithm,algorithme de passage de messages
3984,meta,méta
3985,meta-algorithm,méta-algorithme
3986,meta-classifier,méta-classificateur
3987,meta-dataset,méta-dataset
3988,meta-evaluation,méta-évaluation
3989,meta-learn,méta-apprendre
3990,meta-learner,méta-apprenant
3991,meta-learning,méta-apprentissage
3992,meta-loss,méta-perte
3993,meta-parameter,méta-paramètre
3994,meta-testing,méta-test
3995,meta-training,méta-formation
3996,metabolic network modelling,modélisation des réseaux métaboliques
3997,metabolic network reconstruction and simulation,reconstruction et simulation de réseaux métaboliques
3998,metadata,métadonnée
3999,metaheuristic,métaheuristique
4000,metaknowledge,métaconnaissance
4001,metaverse,métavers
4002,metric learning,apprentissage de métriques
4003,metric learning algorithm,algorithme d'apprentissage métrique
4004,metric score,score métrique
4005,metric space,espace métrique
4006,micro-average,micro-moyenne
4007,micro-batch architecture,architecture par micro-lots
4008,microarray datum,donnée de microarray
4009,microdata,microdonnée
4010,microtasking,micro travail
4011,microworld,micro-monde
4012,middleware,intergiciel
4013,mini-batch,mini-lot
4014,mini-batch size,taille du mini-lot
4015,mini-batch training,entraînement par mini-lots
4016,minima,minima
4017,minimax,minimax
4018,minimax algorithm,algorithme minimax
4019,minimax game,jeu minimax
